ReceiptId,LoanId,TransactionType,PaymentMode,TransactionAmount,NPA
455122,$@$&&#,Disbursement,CASH,110850.00,True
455125,$@$&&%,Disbursement,ADJUST OUT,72930.00,True
455128,$@$&&*,Disbursement,CASH,5970.00,True
455131,$@$&&+,Disbursement,BANK,85000.00,True
455133,$@$&&=,Disbursement,CASH,19970.00,True
455142,$@$&&?,Disbursement,ADJUST OUT,949400.00,True
455142,$@$&&?,Disbursement,BANK,949400.00,True
455144,$@$&&!,Disbursement,CASH,19970.00,True
455150,$@$&*#,Disbursement,ADJUST OUT,22326.00,True
455156,$@$&*$,Disbursement,ADJUST OUT,498000.00,True
455156,$@$&*$,Disbursement,BANK,498000.00,True
455157,$@@%&?,Intrest,CASH,1197.00,True
455161,$@$&*&,Disbursement,ADJUST OUT,9170.00,True
455161,$@$&*&,Disbursement,CASH,9170.00,True
455166,$@$&**,Disbursement,CASH,3980.00,True
455167,$@$&*+,Disbursement,CASH,29950.00,True
455167,$@$&*+,Disbursement,BANK,29950.00,True
455169,$@$&*?,Disbursement,ADJUST OUT,17500.00,True
455170,$@$&*!,Disbursement,ADJUST OUT,10500.00,True
455173,$@$&+@,Disbursement,BANK,35000.00,True
455174,$@$&+#,Disbursement,BANK,18500.00,True
455174,$@$&+#,Disbursement,CASH,18500.00,True
455176,$@$&+$,Disbursement,CASH,84400.00,True
455176,$@$&+$,Disbursement,BANK,84400.00,True
455176,$@$&+$,Disbursement,ADJUST OUT,84400.00,True
455178,$@$&+%,Disbursement,ADJUST OUT,86600.00,True
455180,$@$&+&,Disbursement,BANK,58930.00,True
455180,$@$&+&,Disbursement,BANK,58930.00,True
455181,$@$&+*,Disbursement,BANK,139600.00,True
455183,$@$&++,Disbursement,ADJUST OUT,20000.00,True
455196,$@$&+!,Disbursement,ADJUST OUT,57000.00,True
455198,$@$&=#,Disbursement,CASH,20000.00,True
455199,$@@&=#,Repayment,ONLINE,2000.00,True
455200,$@$&=$,Disbursement,CASH,15000.00,True
455201,$@$&=%,Disbursement,CASH,12000.00,True
455202,$@$&=&,Disbursement,CASH,12000.00,True
455203,$@$&=*,Disbursement,CASH,12000.00,True
455204,$@$&=+,Disbursement,CASH,12000.00,True
455209,$@$&=?,Disbursement,ADJUST OUT,7000.00,True
455210,$@$&=!,Disbursement,ADJUST OUT,153000.00,True
455210,$@$&=!,Disbursement,BANK,153000.00,True
455214,$@$&?#,Disbursement,ADJUST OUT,153000.00,True
455214,$@$&?#,Disbursement,BANK,153000.00,True
455216,$@$&?$,Disbursement,ADJUST OUT,21000.00,True
455217,$@$&?%,Disbursement,ADJUST OUT,120000.00,True
455217,$@$&?%,Disbursement,CASH,120000.00,True
455219,$@$&?&,Disbursement,CASH,96930.00,True
455219,$@$&?&,Disbursement,BANK,96930.00,True
455222,$@$&?+,Disbursement,BANK,40000.00,True
455226,$@$&?=,Disbursement,ADJUST OUT,253850.00,True
455226,$@$&?=,Disbursement,CASH,253850.00,True
455226,$@$&?=,Disbursement,BANK,253850.00,True
455232,$@$&?!,Disbursement,ADJUST OUT,12000.00,True
455243,$@$&!$,Disbursement,CASH,14970.00,True
455244,$@$&!%,Disbursement,CASH,45000.00,True
455244,$@$&!%,Disbursement,BANK,45000.00,True
455245,$@$&!&,Disbursement,BANK,29950.00,True
455245,$@$&!&,Disbursement,CASH,29950.00,True
455259,$@#&*+,Topup,CASH,12000.00,True
455262,$@$&!=,Disbursement,CASH,14000.00,True
455264,$@$&!?,Disbursement,CASH,27000.00,True
455264,$@$&!?,Disbursement,BANK,27000.00,True
455265,$@$&!!,Disbursement,BANK,27000.00,True
455268,$@$*@#,Disbursement,BANK,19000.00,True
455269,$@$*@$,Disbursement,ADJUST OUT,33710.00,True
455272,$@$*@&,Disbursement,BANK,13000.00,True
455279,$@$@?&,Topup,CASH,20000.00,True
455279,$@$@?&,Topup,BANK,20000.00,True
455280,$@$*@+,Disbursement,ADJUST OUT,21000.00,True
455283,$@$*@=,Disbursement,BANK,39950.00,True
455284,$@$*@?,Disbursement,ADJUST OUT,82000.00,True
455285,$@$*@!,Disbursement,ADJUST OUT,60000.00,True
455286,$@$*#@,Disbursement,ADJUST OUT,36950.00,True
455286,$@$*#@,Disbursement,CASH,36950.00,True
455287,$@$*##,Disbursement,CASH,12000.00,True
455289,$@$*#$,Disbursement,ADJUST OUT,28000.00,True
455295,$@$*#%,Disbursement,CASH,28000.00,True
455295,$@$*#%,Disbursement,BANK,28000.00,True
455296,$@$*#&,Disbursement,CASH,9000.00,True
455298,$@$*#*,Disbursement,CASH,8000.00,True
455309,$@#?%$,Topup,CASH,15133.00,True
455315,$@$*#!,Disbursement,CASH,7000.00,True
455316,$@$*$@,Disbursement,CASH,8000.00,True
455317,$@$*$#,Disbursement,CASH,20000.00,True
455319,$@$*$$,Disbursement,BANK,54000.00,True
455329,$@$*$%,Disbursement,CASH,16000.00,True
455333,$@$*$+,Disbursement,ADJUST OUT,35000.00,True
455335,$@$*$?,Disbursement,ADJUST OUT,30000.00,True
455336,$@$*$!,Disbursement,CASH,20000.00,True
455338,$@$*%#,Disbursement,CASH,19970.00,True
455340,$@$*%$,Disbursement,CASH,19970.00,True
455343,$@$*%*,Disbursement,ADJUST OUT,39950.00,True
455343,$@$*%*,Disbursement,CASH,39950.00,True
455356,#!!+!?,Topup,CASH,10000.00,True
455357,$@$*%+,Disbursement,CASH,119850.00,True
455357,$@$*%+,Disbursement,BANK,119850.00,True
455360,$@$*%=,Disbursement,BANK,14500.00,True
455361,$@$*%?,Disbursement,BANK,50000.00,True
455362,$@$*%!,Disbursement,BANK,16000.00,True
455365,$@$*&$,Disbursement,CASH,325700.00,True
455365,$@$*&$,Disbursement,BANK,325700.00,True
455370,$@$*&&,Disbursement,CASH,33000.00,True
455370,$@$*&&,Disbursement,BANK,33000.00,True
455371,$@$*&*,Disbursement,BANK,13800.00,True
455372,$@$*&+,Disbursement,BANK,29950.00,True
455372,$@$*&+,Disbursement,CASH,29950.00,True
455381,$@$*&=,Disbursement,BANK,24800.00,True
455385,$@$*&?,Disbursement,ADJUST OUT,26000.00,True
455389,$@$**@,Disbursement,CASH,8970.00,True
455390,$@$**#,Disbursement,CASH,49930.00,True
455390,$@$**#,Disbursement,BANK,49930.00,True
455391,$@$**$,Disbursement,CASH,350000.00,True
455391,$@$**$,Disbursement,BANK,350000.00,True
455392,$@$**%,Disbursement,BANK,81930.00,True
455392,$@$**%,Disbursement,ADJUST OUT,81930.00,True
455393,$@$**&,Disbursement,BANK,49800.00,True
455396,$@$***,Disbursement,BANK,769500.00,True
455401,$@$**+,Disbursement,CASH,20000.00,True
455403,$@$**=,Disbursement,CASH,20000.00,True
455404,$@$**?,Disbursement,BANK,49700.00,True
455404,$@$**?,Disbursement,CASH,49700.00,True
455405,$@$**!,Disbursement,CASH,365700.00,True
455405,$@$**!,Disbursement,BANK,365700.00,True
455406,$@$*+@,Disbursement,CASH,59930.00,True
455406,$@$*+@,Disbursement,BANK,59930.00,True
455418,$@$*+$,Disbursement,CASH,15000.00,True
455421,$@$*+%,Disbursement,CASH,15000.00,True
455426,$@$*+*,Disbursement,CASH,15000.00,True
455427,$@$*++,Disbursement,BANK,94930.00,True
455428,$@$*+=,Disbursement,CASH,15000.00,True
455429,$@$*+?,Disbursement,CASH,20000.00,True
455430,$@$*+!,Disbursement,CASH,12000.00,True
455432,$@$*=#,Disbursement,CASH,14000.00,True
455433,$@$*=$,Disbursement,CASH,14000.00,True
455434,$@$*=%,Disbursement,CASH,14000.00,True
455435,$@$*=&,Disbursement,CASH,14000.00,True
455440,$@$*==,Disbursement,ADJUST OUT,41500.00,True
455441,$@$*=?,Disbursement,ADJUST OUT,729500.00,True
455441,$@$*=?,Disbursement,BANK,729500.00,True
455451,$@$*?#,Disbursement,CASH,125000.00,True
455451,$@$*?#,Disbursement,BANK,125000.00,True
455453,$@@$$!,Intrest,CASH,1400.00,True
455457,$@$*?%,Disbursement,CASH,58000.00,True
455457,$@$*?%,Disbursement,BANK,58000.00,True
455459,$@$*?*,Disbursement,BANK,33950.00,True
455462,$@$*??,Disbursement,BANK,70000.00,True
455466,$@$*?!,Disbursement,CASH,154850.00,True
455466,$@$*?!,Disbursement,BANK,154850.00,True
455468,$@#&*$,Topup,CASH,7000.00,True
455470,$@$*!@,Disbursement,ADJUST OUT,22230.00,True
455475,$@$*!$,Disbursement,ADJUST OUT,36950.00,True
455475,$@$*!$,Disbursement,CASH,36950.00,True
455476,$@$*!%,Disbursement,CASH,14970.00,True
455478,$@$*!&,Disbursement,CASH,20000.00,True
455482,$@$*!*,Disbursement,BANK,33500.00,True
455483,$@$*!+,Disbursement,ADJUST OUT,22000.00,True
455484,$@$*!=,Disbursement,CASH,14000.00,True
455488,$@$+@@,Disbursement,CASH,20000.00,True
455488,$@$+@@,Disbursement,BANK,20000.00,True
455490,$@$+@#,Disbursement,CASH,25000.00,True
455490,$@$+@#,Disbursement,BANK,25000.00,True
455493,$@$+@$,Disbursement,CASH,63950.00,True
455493,$@$+@$,Disbursement,BANK,63950.00,True
455498,$@$+@%,Disbursement,CASH,26000.00,True
455498,$@$+@%,Disbursement,BANK,26000.00,True
455500,$@$+@&,Disbursement,CASH,9000.00,True
455501,$@$+@*,Disbursement,ADJUST OUT,11278.00,True
455504,$@@+#&,Intrest,CASH,1500.00,True
455507,$@$+@=,Disbursement,ADJUST OUT,164850.00,True
455509,$@$+@!,Disbursement,ADJUST OUT,29950.00,True
455522,$@#$#*,Repayment,CASH,9500.00,True
455523,$@$+#$,Disbursement,ADJUST OUT,15000.00,True
455524,$@$+#%,Disbursement,ADJUST OUT,44000.00,True
455524,$@$+#%,Disbursement,CASH,44000.00,True
455528,$@$+#&,Disbursement,ADJUST OUT,53000.00,True
455530,$@$+#*,Disbursement,ADJUST OUT,12443.00,True
455532,$@$*%%,Topup,CASH,20000.00,True
455534,$@$+#+,Disbursement,CASH,16000.00,True
455535,$@$+#=,Disbursement,ADJUST OUT,99430.00,True
455535,$@$+#=,Disbursement,CASH,99430.00,True
455537,$@$+#!,Disbursement,ADJUST OUT,22000.00,True
455537,$@$+#!,Disbursement,CASH,22000.00,True
455540,$@$+$#,Disbursement,CASH,20000.00,True
455541,$@$+$$,Disbursement,CASH,5470.00,True
455546,$@$+$%,Disbursement,ADJUST OUT,8710.00,True
455551,$@$+$&,Disbursement,ADJUST OUT,6210.00,True
455555,$@$+$*,Disbursement,ADJUST OUT,22392.00,True
455560,$@$+$=,Disbursement,ADJUST OUT,23900.00,True
455561,$@$+$?,Disbursement,BANK,55000.00,True
455561,$@$+$?,Disbursement,CASH,55000.00,True
455571,$@$+%#,Disbursement,ADJUST OUT,17782.00,True
455571,$@$+%#,Disbursement,CASH,17782.00,True
455574,$@$+%$,Disbursement,ADJUST OUT,12296.00,True
455576,$@$+%%,Disbursement,ADJUST OUT,11642.00,True
455579,$@$+%&,Disbursement,ADJUST OUT,77692.00,True
455581,$@$+%*,Disbursement,ADJUST OUT,9803.00,True
455583,$@$+%+,Disbursement,ADJUST OUT,29043.00,True
455584,$@$+%=,Disbursement,BANK,67500.00,True
455585,$@$+%?,Disbursement,BANK,284000.00,True
455585,$@$+%?,Disbursement,BANK,284000.00,True
455586,$@$+%!,Disbursement,CASH,6170.00,True
455589,$@$+&@,Disbursement,ADJUST OUT,9436.00,True
455591,$@$+&#,Disbursement,BANK,284850.00,True
455591,$@$+&#,Disbursement,CASH,284850.00,True
455592,$@$+&$,Disbursement,CASH,8000.00,True
455593,$@$+&%,Disbursement,CASH,18000.00,True
455598,$@$+&&,Disbursement,ADJUST OUT,30950.00,True
455606,$@$+&*,Disbursement,CASH,7000.00,True
455608,$@$+&+,Disbursement,CASH,20000.00,True
455609,$@$+&=,Disbursement,CASH,15970.00,True
455610,$@$+&?,Disbursement,CASH,51930.00,True
455610,$@$+&?,Disbursement,BANK,51930.00,True
455611,$@$+&!,Disbursement,CASH,60000.00,True
455611,$@$+&!,Disbursement,BANK,60000.00,True
455612,$@$+*@,Disbursement,CASH,60000.00,True
455612,$@$+*@,Disbursement,BANK,60000.00,True
455616,$@@%$%,Intrest,CASH,2079.00,True
455620,$@$+*&,Disbursement,CASH,20000.00,True
455621,$@$+**,Disbursement,CASH,10000.00,True
455627,$@$+*!,Disbursement,ADJUST OUT,521600.00,True
455632,$@$++@,Disbursement,CASH,14000.00,True
455634,$@$++#,Disbursement,BANK,99850.00,True
455647,$@$++$,Disbursement,ADJUST OUT,254850.00,True
455649,$@$++%,Disbursement,BANK,69930.00,True
455649,$@$++%,Disbursement,CASH,69930.00,True
455657,$@$+++,Disbursement,CASH,84000.00,True
455657,$@$+++,Disbursement,BANK,84000.00,True
455659,$@$++=,Disbursement,ADJUST OUT,39950.00,True
455660,$@$++?,Disbursement,CASH,24950.00,True
455660,$@$++?,Disbursement,BANK,24950.00,True
455661,$@$++!,Disbursement,ADJUST OUT,60930.00,True
455661,$@$++!,Disbursement,CASH,60930.00,True
455665,$@$+=@,Disbursement,ADJUST OUT,50000.00,True
455666,$@$+=#,Disbursement,ADJUST OUT,58000.00,True
455666,$@$+=#,Disbursement,CASH,58000.00,True
455676,$@$+=&,Disbursement,CASH,59930.00,True
455676,$@$+=&,Disbursement,BANK,59930.00,True
455677,$@$+=*,Disbursement,CASH,39950.00,True
455677,$@$+=*,Disbursement,BANK,39950.00,True
455679,$@$+=+,Disbursement,CASH,75000.00,True
455679,$@$+=+,Disbursement,ADJUST OUT,75000.00,True
455681,$@$+=?,Disbursement,ADJUST OUT,35000.00,True
455682,$@$+=!,Disbursement,ADJUST OUT,40354.00,True
455684,$@$+?@,Disbursement,ADJUST OUT,96715.00,True
455686,$@$+?#,Disbursement,ADJUST OUT,18753.00,True
455689,$@$+?$,Disbursement,ADJUST OUT,24379.00,True
455690,$@$+?%,Disbursement,BANK,40000.00,True
455695,$@$+?+,Disbursement,CASH,10000.00,True
455696,$@$+?=,Disbursement,CASH,50000.00,True
455696,$@$+?=,Disbursement,BANK,50000.00,True
455701,$@$+?!,Disbursement,ADJUST OUT,85408.00,True
455707,$@$+!@,Disbursement,ADJUST OUT,36000.00,True
455707,$@$+!@,Disbursement,CASH,36000.00,True
455707,$@$+!@,Disbursement,BANK,36000.00,True
455709,$@$+!#,Disbursement,CASH,20000.00,True
455710,$@$+!$,Disbursement,ADJUST OUT,409700.00,True
455710,$@$+!$,Disbursement,BANK,409700.00,True
455710,$@$+!$,Disbursement,CASH,409700.00,True
455711,$@$+!%,Disbursement,ADJUST OUT,7787.00,True
455717,$@$+!&,Disbursement,CASH,17500.00,True
455718,$@$+!*,Disbursement,CASH,17500.00,True
455721,$@$+!+,Disbursement,ADJUST OUT,155023.00,True
455723,$@$+!=,Disbursement,ADJUST OUT,155023.00,True
455725,#!!!=%,Repayment,ONLINE,41867.00,True
455725,#!!!=%,Repayment,CASH,41867.00,True
455735,$@$=@@,Disbursement,CASH,49930.00,True
455735,$@$=@@,Disbursement,BANK,49930.00,True
455742,$@$=@#,Disbursement,ADJUST OUT,20500.00,True
455745,$@$=@%,Disbursement,CASH,19970.00,True
455747,$@$=@&,Disbursement,ADJUST OUT,23000.00,True
455748,$@$=@*,Disbursement,ADJUST OUT,8000.00,True
455752,$@$=@?,Disbursement,ADJUST OUT,10000.00,True
455755,$@$=@!,Disbursement,ADJUST OUT,8500.00,True
455761,$@$=#@,Disbursement,ADJUST OUT,15583.00,True
455763,$@$=##,Disbursement,ADJUST OUT,53378.00,True
455769,$@#$?&,Topup,CASH,3068.00,True
455770,$@$=#$,Disbursement,ADJUST OUT,18488.00,True
455774,$@$=#%,Disbursement,ADJUST OUT,6118.00,True
455781,$@$=#&,Disbursement,ADJUST OUT,39950.00,True
455781,$@$=#&,Disbursement,CASH,39950.00,True
455793,$@$=#=,Disbursement,CASH,11970.00,True
455794,$@@&@#,Intrest,CASH,4375.00,True
455801,#!?%*#,Intrest,ONLINE,11875.00,True
455802,$@$=#?,Disbursement,CASH,9970.00,True
455804,$@$=#!,Disbursement,ADJUST OUT,50430.00,True
455804,$@$=#!,Disbursement,CASH,50430.00,True
455806,$@$=$@,Disbursement,ADJUST OUT,21970.00,True
455810,$@$=$$,Disbursement,BANK,999500.00,True
455815,$@$=$%,Disbursement,ADJUST OUT,311000.00,True
455815,$@$=$%,Disbursement,CASH,311000.00,True
455815,$@$=$%,Disbursement,BANK,311000.00,True
455818,$@$=$&,Disbursement,ADJUST OUT,12970.00,True
455827,$@$=$+,Disbursement,ADJUST OUT,490200.00,True
455827,$@$=$+,Disbursement,BANK,490200.00,True
455828,$@$=$=,Disbursement,CASH,35000.00,True
455828,$@$=$=,Disbursement,BANK,35000.00,True
455829,$@$=$?,Disbursement,ADJUST OUT,30166.00,True
455830,$@$=$!,Disbursement,BANK,67000.00,True
455831,$@$=%@,Disbursement,CASH,14000.00,True
455834,$@$=%$,Disbursement,CASH,35000.00,True
455834,$@$=%$,Disbursement,BANK,35000.00,True
455836,$@$=%%,Disbursement,CASH,23500.00,True
455836,$@$=%%,Disbursement,BANK,23500.00,True
455837,$@$=%&,Disbursement,ADJUST OUT,55000.00,True
455837,$@$=%&,Disbursement,CASH,55000.00,True
455839,$@$=%*,Disbursement,ADJUST OUT,64000.00,True
455840,$@$=%+,Disbursement,BANK,204850.00,True
455843,$@$=%=,Disbursement,CASH,7000.00,True
455846,$@$=%?,Disbursement,ADJUST OUT,89930.00,True
455846,$@$=%?,Disbursement,BANK,89930.00,True
455850,$@$=%!,Disbursement,CASH,99850.00,True
455850,$@$=%!,Disbursement,BANK,99850.00,True
455861,$@$=&#,Disbursement,ADJUST OUT,81930.00,True
455861,$@$=&#,Disbursement,CASH,81930.00,True
455868,$@$=&%,Disbursement,CASH,25000.00,True
455868,$@$=&%,Disbursement,BANK,25000.00,True
455869,$@$=&&,Disbursement,ADJUST OUT,21670.00,True
455869,$@$=&&,Disbursement,CASH,21670.00,True
455870,$@$=&*,Disbursement,BANK,26000.00,True
455871,$@$=&+,Disbursement,ADJUST OUT,39000.00,True
455874,$@$=&=,Disbursement,ADJUST OUT,4970.00,True
455875,$@$=&?,Disbursement,ADJUST OUT,37000.00,True
455875,$@$=&?,Disbursement,CASH,37000.00,True
455876,$@$=&!,Disbursement,BANK,214900.00,True
455879,$@$=*@,Disbursement,CASH,60000.00,True
455879,$@$=*@,Disbursement,ADJUST OUT,60000.00,True
455880,$@$=*#,Disbursement,BANK,360000.00,True
455883,$@$=*$,Disbursement,BANK,8000.00,True
455884,$@$=*%,Disbursement,ADJUST OUT,49930.00,True
455884,$@$=*%,Disbursement,BANK,49930.00,True
455885,$@$=*&,Disbursement,CASH,20000.00,True
455887,$@$=**,Disbursement,BANK,164850.00,True
455895,$@$=*+,Disbursement,CASH,35000.00,True
455895,$@$=*+,Disbursement,BANK,35000.00,True
455896,$@#*!%,Repayment,CASH,2000.00,True
455903,$@$=*=,Disbursement,CASH,51500.00,True
455903,$@$=*=,Disbursement,BANK,51500.00,True
455904,$@$=*?,Disbursement,BANK,525600.00,True
455905,$@$=*!,Disbursement,BANK,60000.00,True
455910,$@$=+$,Disbursement,ADJUST OUT,750600.00,True
455910,$@$=+$,Disbursement,BANK,750600.00,True
455912,$@$=+%,Disbursement,ADJUST OUT,10970.00,True
455913,$@@$$#,Intrest,ONLINE,1000.00,True
455920,$@$=+*,Disbursement,BANK,80000.00,True
455924,$@@*$%,Intrest,ONLINE,984.00,True
455927,$@$=+?,Disbursement,CASH,99850.00,True
455927,$@$=+?,Disbursement,BANK,99850.00,True
455928,$@$=+!,Disbursement,BANK,228000.00,True
455929,$@$==@,Disbursement,ADJUST OUT,44950.00,True
455929,$@$==@,Disbursement,CASH,44950.00,True
455931,$@$==#,Disbursement,ADJUST OUT,26800.00,True
455931,$@$==#,Disbursement,CASH,26800.00,True
455934,$@$==$,Disbursement,ADJUST OUT,75200.00,True
455934,$@$==$,Disbursement,BANK,75200.00,True
455937,$@$==%,Disbursement,ADJUST OUT,35500.00,True
455937,$@$==%,Disbursement,CASH,35500.00,True
455941,$@$==&,Disbursement,CASH,59000.00,True
455941,$@$==&,Disbursement,BANK,59000.00,True
455943,$@$==*,Disbursement,BANK,14000.00,True
455949,$@$===,Disbursement,CASH,29950.00,True
455949,$@$===,Disbursement,BANK,29950.00,True
455951,$@#&=#,Topup,CASH,30000.00,True
455951,$@#&=#,Topup,BANK,30000.00,True
455952,$@$==?,Disbursement,BANK,12000.00,True
455955,$@$=?#,Disbursement,BANK,9000.00,True
455959,$@$=?$,Disbursement,BANK,11000.00,True
455960,$@$=?%,Disbursement,ADJUST OUT,574600.00,True
455960,$@$=?%,Disbursement,BANK,574600.00,True
455963,$@$=?&,Disbursement,CASH,22000.00,True
455963,$@$=?&,Disbursement,BANK,22000.00,True
455965,$@$=?*,Disbursement,BANK,21000.00,True
455968,$@$=??,Disbursement,ADJUST OUT,15000.00,True
455968,$@$=??,Disbursement,CASH,15000.00,True
455969,$@$=?!,Disbursement,ADJUST OUT,31450.00,True
455969,$@$=?!,Disbursement,CASH,31450.00,True
455974,$@$=!@,Disbursement,CASH,10000.00,True
455975,#!!=!*,Repayment,ADJUST IN,21500.00,True
455976,$@$=!#,Disbursement,CASH,12500.00,True
455977,$@$=!$,Disbursement,ADJUST OUT,50000.00,True
455977,$@$=!$,Disbursement,CASH,50000.00,True
455979,$@$=!%,Disbursement,CASH,20000.00,True
455980,$@$=!&,Disbursement,CASH,180000.00,True
455980,$@$=!&,Disbursement,BANK,180000.00,True
455982,$@$=!+,Disbursement,CASH,20000.00,True
455983,$@$=!=,Disbursement,BANK,147000.00,True
455984,$@$=!?,Disbursement,ADJUST OUT,22500.00,True
455986,#!!$!+,Topup,CASH,15607.00,True
455989,$@$=!!,Disbursement,ADJUST OUT,148350.00,True
455989,$@$=!!,Disbursement,BANK,148350.00,True
455995,$@$?@$,Disbursement,ADJUST OUT,204000.00,True
455998,$@$?@%,Disbursement,ADJUST OUT,63000.00,True
455998,$@$?@%,Disbursement,CASH,63000.00,True
455998,$@$?@%,Disbursement,BANK,63000.00,True
455999,$@$?@&,Disbursement,ADJUST OUT,138850.00,True
455999,$@$?@&,Disbursement,CASH,138850.00,True
456002,$@$?@*,Disbursement,CASH,15000.00,True
456006,$@$?@=,Disbursement,ADJUST OUT,72350.00,True
456006,$@$?@=,Disbursement,CASH,72350.00,True
456010,$@$+@?,Topup,CASH,20000.00,True
456015,$@@&@*,Intrest,ONLINE,2080.00,True
456016,$@$?@?,Disbursement,ADJUST OUT,25000.00,True
456017,$@$?@!,Disbursement,BANK,61430.00,True
456019,$@$?#@,Disbursement,ADJUST OUT,35000.00,True
456020,$@$?##,Disbursement,CASH,24950.00,True
456020,$@$?##,Disbursement,BANK,24950.00,True
456024,#!?%%%,Intrest,ONLINE,1283.00,True
456037,$@$?#%,Disbursement,ADJUST OUT,133000.00,True
456037,$@$?#%,Disbursement,CASH,133000.00,True
456037,$@$?#%,Disbursement,BANK,133000.00,True
456038,$@$?#&,Disbursement,CASH,10000.00,True
456039,$@$?#*,Disbursement,CASH,20000.00,True
456044,$@$*$=,Topup,CASH,25000.00,True
456044,$@$*$=,Topup,BANK,25000.00,True
456052,#!?%&=,Intrest,ONLINE,775.00,True
456055,$@$?#!,Disbursement,CASH,8000.00,True
456057,$@$?$#,Disbursement,CASH,10000.00,True
456059,$@$?$$,Disbursement,CASH,7970.00,True
456060,$@$?$%,Disbursement,CASH,69950.00,True
456060,$@$?$%,Disbursement,BANK,69950.00,True
456061,$@$?$&,Disbursement,CASH,17970.00,True
456061,$@$?$&,Disbursement,BANK,17970.00,True
456064,$@$?$*,Disbursement,BANK,250000.00,True
456065,$@$?$+,Disbursement,CASH,84930.00,True
456065,$@$?$+,Disbursement,BANK,84930.00,True
456071,$@$?%$,Disbursement,BANK,107000.00,True
456072,$@$?%%,Disbursement,BANK,56000.00,True
456073,$@$?%&,Disbursement,CASH,20000.00,True
456074,$@$?%*,Disbursement,CASH,20000.00,True
456075,$@$?%+,Disbursement,BANK,69430.00,True
456080,$@$?%=,Disbursement,ADJUST OUT,65000.00,True
456080,$@$?%=,Disbursement,CASH,65000.00,True
456080,$@$?%=,Disbursement,BANK,65000.00,True
456081,$@$?%?,Disbursement,ADJUST OUT,49000.00,True
456081,$@$?%?,Disbursement,CASH,49000.00,True
456081,$@$?%?,Disbursement,BANK,49000.00,True
456094,$@$?&$,Disbursement,BANK,29950.00,True
456095,$@$?&%,Disbursement,CASH,100000.00,True
456095,$@$?&%,Disbursement,BANK,100000.00,True
456096,$@$?&&,Disbursement,CASH,10700.00,True
456097,$@$?&*,Disbursement,CASH,103500.00,True
456097,$@$?&*,Disbursement,BANK,103500.00,True
456098,$@$?&+,Disbursement,BANK,98930.00,True
456104,$@$?&=,Disbursement,ADJUST OUT,50000.00,True
456104,$@$?&=,Disbursement,CASH,50000.00,True
456104,$@$?&=,Disbursement,BANK,50000.00,True
456105,$@$?&?,Disbursement,CASH,10000.00,True
456106,$@$?&!,Disbursement,CASH,20000.00,True
456107,$@$?*@,Disbursement,CASH,20000.00,True
456109,$@$?*#,Disbursement,CASH,19970.00,True
456110,$@$?*$,Disbursement,BANK,24950.00,True
456110,$@$?*$,Disbursement,CASH,24950.00,True
456120,$@$?+@,Disbursement,ADJUST OUT,160000.00,True
456125,$@$?+%,Disbursement,ADJUST OUT,32000.00,True
456132,$@$?+*,Disbursement,CASH,20000.00,True
456138,#!?&&$,Repayment,CASH,3500.00,True
456140,$@$?+?,Disbursement,BANK,59930.00,True
456142,$@$?=@,Disbursement,BANK,504800.00,True
456142,$@$?=@,Disbursement,BANK,504800.00,True
456149,$@$?=$,Disbursement,CASH,29950.00,True
456149,$@$?=$,Disbursement,BANK,29950.00,True
456151,$@$?=&,Disbursement,CASH,8970.00,True
456154,$@@&=!,Intrest,ONLINE,2856.00,True
456156,$@$?=*,Disbursement,BANK,19970.00,True
456161,$@$?==,Disbursement,CASH,12970.00,True
456164,$@$?=?,Disbursement,CASH,19970.00,True
456165,$@$?=!,Disbursement,CASH,17500.00,True
456166,$@$??@,Disbursement,CASH,79930.00,True
456166,$@$??@,Disbursement,BANK,79930.00,True
456167,$@$??#,Disbursement,CASH,30950.00,True
456167,$@$??#,Disbursement,BANK,30950.00,True
456173,$@$*?@,Topup,BANK,7610.00,True
456176,$@$??*,Disbursement,BANK,250000.00,True
456188,$@$?!@,Disbursement,ADJUST OUT,96825.00,True
456188,$@$?!@,Disbursement,CASH,96825.00,True
456191,$@@*!!,Topup,CASH,10033.00,True
456193,$@$?!$,Disbursement,CASH,66930.00,True
456193,$@$?!$,Disbursement,BANK,66930.00,True
456199,$@#$*+,Topup,CASH,5596.00,True
456202,$@$?!*,Disbursement,ADJUST OUT,42950.00,True
456202,$@$?!*,Disbursement,BANK,42950.00,True
456206,$@$?!=,Disbursement,CASH,29950.00,True
456206,$@$?!=,Disbursement,BANK,29950.00,True
456208,$@$?!?,Disbursement,ADJUST OUT,186450.00,True
456208,$@$?!?,Disbursement,CASH,186450.00,True
456214,$@$!@@,Disbursement,CASH,15500.00,True
456214,$@$!@@,Disbursement,BANK,15500.00,True
456215,$@$!@#,Disbursement,CASH,4970.00,True
456217,$@$!@$,Disbursement,BANK,54000.00,True
456222,$@$!@%,Disbursement,ADJUST OUT,149850.00,True
456222,$@$!@%,Disbursement,CASH,149850.00,True
456228,$@#*?@,Topup,BANK,20000.00,True
456231,$@$!@&,Disbursement,CASH,12970.00,True
456233,$@$!@*,Disbursement,CASH,20000.00,True
456234,$@@*!+,Intrest,ONLINE,1683.00,True
456235,$@$!@+,Disbursement,CASH,20000.00,True
456236,$@@&=?,Intrest,CASH,3000.00,True
456238,$@$!@=,Disbursement,CASH,10000.00,True
